# SimpleMine Results Based on Alliance of Genome Resources
# Alliance Database Version: 7.4.0
# Date file generated (UTC): 2024-10-09 18:31
Your Input	Gene ID	Gene Symbol	Gene Name	Description	Mus musculus Ortholog
SAMD9L	HGNC:1349	SAMD9L	sterile alpha motif domain containing 9 like	Predicted to act upstream of or within several processes, including common myeloid progenitor cell proliferation; endosomal vesicle fusion; and spleen development. Located in mitochondrion. Implicated in autosomal dominant cerebellar ataxia.	MGI:1343184:Samd9l
C15orf62	HGNC:34489	C15orf62	chromosome 15 open reading frame 62	Predicted to enable small GTPase binding activity. Predicted to be involved in Rho protein signal transduction; positive regulation of cellular component biogenesis; and regulation of cell shape. Located in mitochondrion.	MGI:3651144:Gm14137
CSF2	HGNC:2434	CSF2	colony stimulating factor 2	Enables cytokine activity. Involved in several processes, including cellular response to cytokine stimulus; myeloid leukocyte differentiation; and regulation of gene expression. Located in extracellular space and intracellular membrane-bounded organelle. Part of granulocyte macrophage colony-stimulating factor receptor complex. Implicated in acute myeloid leukemia; juvenile myelomonocytic leukemia; neutropenia; pulmonary alveolar proteinosis; and visceral leishmaniasis. Biomarker of COVID-19; asthma; chronic obstructive pulmonary disease; and temporal arteritis.	MGI:1339752:Csf2
MRPS17	HGNC:14047	MRPS17	mitochondrial ribosomal protein S17	A structural constituent of ribosome. Involved in mitochondrial translation. Located in mitochondrion. Part of mitochondrial small ribosomal subunit.	MGI:1913508:Mrps17
LRRC34	HGNC:28408	LRRC34	leucine rich repeat containing 34	Predicted to be involved in cell differentiation. Predicted to be located in cytoplasm and nucleolus.	MGI:1919077:Lrrc34
RRAD	HGNC:10446	RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator	Predicted to enable GTP binding activity and calcium channel regulator activity. Predicted to be involved in small GTPase-mediated signal transduction. Predicted to be located in T-tubule. Predicted to be active in plasma membrane. Implicated in type 2 diabetes mellitus. Biomarker of congestive heart failure.	MGI:1930943:Rrad
DNAH6	HGNC:2951	DNAH6	dynein axonemal heavy chain 6	Predicted to enable dynein intermediate chain binding activity; dynein light intermediate chain binding activity; and minus-end-directed microtubule motor activity. Predicted to be involved in cilium movement involved in cell motility. Predicted to be located in axoneme and microtubule. Predicted to be part of dynein complex. Predicted to be active in 9+2 motile cilium.	MGI:107744:Dnah6
SPTBN5	HGNC:15680	SPTBN5	spectrin beta, non-erythrocytic 5	Enables cytoskeletal protein binding activity; dynein intermediate chain binding activity; and identical protein binding activity. Acts upstream of or within Golgi organization and lysosomal transport. Located in cytoplasm; photoreceptor connecting cilium; and photoreceptor disc membrane.	MGI:2685200:Sptbn5
RIBC2	HGNC:13241	RIBC2	RIB43A domain with coiled-coils 2	Predicted to be involved in flagellated sperm motility. Located in axonemal microtubule.	MGI:1914997:Ribc2
SH3TC2	HGNC:29427	SH3TC2	SH3 domain and tetratricopeptide repeats 2	Predicted to be involved in regulation of ERBB signaling pathway and regulation of intracellular protein transport. Predicted to act upstream of or within peripheral nervous system myelin maintenance. Predicted to be located in cytoplasmic vesicle and plasma membrane. Implicated in Charcot-Marie-Tooth disease type 4C.	MGI:2444417:Sh3tc2
CDKL2	HGNC:1782	CDKL2	cyclin dependent kinase like 2	Predicted to enable protein serine/threonine kinase activity. Predicted to be involved in sex differentiation and signal transduction. Located in centrosome and nucleoplasm.	MGI:1858227:Cdkl2
TMIE	HGNC:30800	TMIE	transmembrane inner ear	Predicted to be involved in inner ear morphogenesis and sensory perception of sound. Predicted to be located in membrane. Implicated in autosomal recessive nonsyndromic deafness 6 and sensorineural hearing loss.	MGI:2159400:Tmie
IFITM1	HGNC:5412	IFITM1	interferon induced transmembrane protein 1	Involved in several processes, including negative regulation of viral entry into host cell; positive regulation of osteoblast differentiation; and response to type II interferon. Located in lysosomal membrane and plasma membrane. Part of protein-containing complex. Implicated in adenosquamous gallbladder carcinoma and gallbladder adenocarcinoma.	MGI:1915963:Ifitm1
IFI44L	HGNC:17817	IFI44L	interferon induced protein 44 like	Predicted to be involved in immune response. Predicted to be located in cytoplasm.	MGI:95975:Ifi44l
BDNF	Multiple entries : 2
AK8	HGNC:26526	AK8	adenylate kinase 8	Enables AMP binding activity and nucleobase-containing compound kinase activity. Predicted to be involved in nucleoside monophosphate phosphorylation and phosphorylation. Predicted to act upstream of or within ventricular system development. Located in 9+2 motile cilium.	MGI:1916120:Ak8
RP11-347C12.3	not found
RHEBL1	HGNC:21166	RHEBL1	RHEB like 1	Enables GTP binding activity. Involved in TOR signaling and positive regulation of NF-kappaB transcription factor activity. Located in cytoplasm.	MGI:1916409:Rhebl1
SKAP1	HGNC:15605	SKAP1	src kinase associated phosphoprotein 1	Enables SH2 domain binding activity; protein kinase binding activity; and protein phosphatase binding activity. Involved in several processes, including positive regulation of cell adhesion; positive regulation of immune response; and positive regulation of integrin activation. Located in several cellular components, including immunological synapse; nucleoplasm; and plasma membrane raft.	MGI:1925723:Skap1
LCA5L	HGNC:1255	LCA5L	lebercilin LCA5 like	Predicted to be involved in intraciliary transport. Predicted to be active in axoneme.	MGI:3041157:Lca5l
IFNE	HGNC:18163	IFNE	interferon epsilon	Predicted to enable cytokine activity and type I interferon receptor binding activity. Predicted to be involved in several processes, including B cell activation; defense response to other organism; and lymphocyte activation involved in immune response. Predicted to be located in extracellular region. Predicted to be active in extracellular space.	MGI:2667156:Ifne
UNC5A	HGNC:12567	UNC5A	unc-5 netrin receptor A	Predicted to enable netrin receptor activity. Predicted to be involved in anterior/posterior axon guidance and netrin-activated signaling pathway. Predicted to be located in neuron projection membrane and neuronal cell body membrane.	MGI:894682:Unc5a
IFI44	HGNC:16938	IFI44	interferon induced protein 44	Predicted to be involved in immune response. Predicted to act upstream of or within response to bacterium. Predicted to be located in cytoplasm.	MGI:2443016:Ifi44
KLHDC7A	HGNC:26791	KLHDC7A	kelch domain containing 7A	Predicted to be located in membrane.	MGI:2444612:Klhdc7a
DCDC1	HGNC:20625	DCDC1	doublecortin domain containing 1	Enables microtubule binding activity. Involved in regulation of mitotic cytokinesis. Located in Flemming body and mitotic spindle.	N.A.
FOSL1	HGNC:13718	FOSL1	FOS like 1, AP-1 transcription factor subunit	Enables RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Involved in positive regulation of DNA-templated transcription initiation and positive regulation of miRNA transcription. Located in nucleoplasm. Part of RNA polymerase II transcription regulator complex. Implicated in stomach cancer. Biomarker of cervical squamous cell carcinoma; colon adenocarcinoma; ductal carcinoma in situ; and tongue squamous cell carcinoma.	MGI:107179:Fosl1
C2orf81	HGNC:34350	C2orf81	chromosome 2 open reading frame 81	Predicted to be involved in regulation of DNA-templated transcription. Predicted to be located in nucleus.	MGI:1919087:1700003E16Rik
SYT8	HGNC:19264	SYT8	synaptotagmin 8	Predicted to enable several functions, including calcium ion binding activity; calcium-dependent protein binding activity; and phospholipid binding activity. Predicted to be involved in acrosome reaction; calcium ion-regulated exocytosis of neurotransmitter; and synaptic vesicle endocytosis. Predicted to be located in acrosomal vesicle and membrane. Predicted to be active in axon; plasma membrane; and secretory vesicle.	MGI:1859867:Syt8
PBK	HGNC:18282	PBK	PDZ binding kinase	Predicted to enable protein serine/threonine kinase activity. Predicted to be involved in phosphorylation. Predicted to act upstream of or within several processes, including cellular response to UV; negative regulation of protein metabolic process; and negative regulation of stress-activated MAPK cascade. Part of nucleus.	MGI:1289156:Pbk
LRRN1	Multiple entries : 2
KRT23	HGNC:6438	KRT23	keratin 23	Predicted to enable structural molecule activity. Predicted to be involved in epithelial cell differentiation and intermediate filament organization. Predicted to be located in cytosol. Predicted to be active in cytoskeleton.	MGI:2148866:Krt23
ERP27	HGNC:26495	ERP27	endoplasmic reticulum protein 27	Predicted to be involved in protein folding and response to endoplasmic reticulum stress. Predicted to be located in endoplasmic reticulum lumen. Predicted to be active in endoplasmic reticulum.	MGI:1916437:Erp27
BST2	HGNC:1119	BST2	bone marrow stromal cell antigen 2	Enables metalloendopeptidase inhibitor activity and protein homodimerization activity. Involved in several processes, including defense response to symbiont; negative regulation of intracellular transport of viral material; and negative regulation of plasmacytoid dendritic cell cytokine production. Located in Golgi apparatus and plasma membrane. Part of cell surface and multivesicular body. Implicated in acquired immunodeficiency syndrome and endometrial cancer. Biomarker of Sjogren's syndrome; endometrial cancer; gastrointestinal system cancer (multiple); and malignant astrocytoma.	MGI:1916800:Bst2
UBXN10	HGNC:26354	UBXN10	UBX domain protein 10	Predicted to enable ubiquitin binding activity. Involved in cilium assembly. Located in cilium and intraciliary transport particle B.	MGI:2443123:Ubxn10
MALL	HGNC:6818	MALL	mal, T cell differentiation protein like	Predicted to be a structural constituent of myelin sheath. Predicted to be involved in myelination. Located in several cellular components, including Golgi membrane; clathrin-coated vesicle; and membrane raft.	MGI:2385152:Mall
TTC23L	HGNC:26355	TTC23L	tetratricopeptide repeat domain 23 like	Predicted to be located in cytoplasm; microtubule cytoskeleton; and midbody.	MGI:1923027:Ttc23l
TRIM59	HGNC:30834	TRIM59	tripartite motif containing 59	Predicted to enable ubiquitin protein ligase activity. Acts upstream of or within negative regulation of canonical NF-kappaB signal transduction. Predicted to be located in endoplasmic reticulum.	MGI:1914199:Trim59
NXNL2	HGNC:30482	NXNL2	nucleoredoxin like 2	Predicted to be involved in sensory perception of smell and visual perception.	MGI:1922374:Nxnl2
DTHD1	HGNC:37261	DTHD1	death domain containing 1	Predicted to be involved in signal transduction.	MGI:4937018:Dthd1
EPHX4	HGNC:23758	EPHX4	epoxide hydrolase 4	Predicted to enable hydrolase activity. Predicted to be located in membrane.	MGI:2686228:Ephx4
HRASLS5	HGNC:24978	PLAAT5	phospholipase A and acyltransferase 5	Enables N-acyltransferase activity; phospholipase A1 activity; and phospholipase A2 activity. Acts upstream of or within N-acylphosphatidylethanolamine metabolic process. Predicted to be located in cytosol. Predicted to be active in cytoplasm.	MGI:1913977:Plaat5
PGM5P2	HGNC:18965	PGM5P2	phosphoglucomutase 5 pseudogene 2	No description available	N.A.
LRRC73	HGNC:21375	LRRC73	leucine rich repeat containing 73	No description available	MGI:2684934:Lrrc73
RP11-1223D19.3	not found
EFHB	HGNC:26330	EFHB	EF-hand domain family member B	Enables calcium ion sensor activity. Involved in regulation of calcineurin-NFAT signaling cascade and regulation of store-operated calcium entry. Located in axonemal microtubule.	MGI:3045296:Efhb
FPR2	HGNC:3827	FPR2	formyl peptide receptor 2	Enables amyloid-beta binding activity; scavenger receptor binding activity; and signaling receptor activity. Involved in several processes, including cellular response to amyloid-beta; positive regulation of ERK1 and ERK2 cascade; and regulation of defense response. Located in cytoplasm and plasma membrane.	MGI:1278318:Fpr-rs3 | MGI:1194495:Fpr3 | MGI:1278317:Fpr-rs4 | MGI:2448176:Fpr-rs6 | MGI:2448177:Fpr-rs7 | MGI:1278319:Fpr2
MX1	HGNC:7532	MX1	MX dynamin like GTPase 1	Enables identical protein binding activity. Involved in interleukin-27-mediated signaling pathway; negative regulation of viral genome replication; and response to virus. Located in cytosol; nuclear membrane; and perinuclear region of cytoplasm. Implicated in alopecia areata; avian influenza; liver disease; and prostate cancer. Biomarker of Human papillomavirus infectious disease.	MGI:97244:Mx2 | MGI:97243:Mx1
RP11-302B13.5	not found
EDAR	HGNC:2895	EDAR	ectodysplasin A receptor	Enables transmembrane signaling receptor activity. Involved in cytokine-mediated signaling pathway. Predicted to be located in apical part of cell and membrane. Predicted to be active in plasma membrane. Implicated in ectodermal dysplasia 10A and ectodermal dysplasia 10B.	MGI:1343498:Edar
CMPK2	HGNC:27015	CMPK2	cytidine/uridine monophosphate kinase 2	Enables (d)CMP kinase activity; UMP kinase activity; and nucleoside diphosphate kinase activity. Predicted to be involved in dTDP biosynthetic process; dTTP biosynthetic process; and dUDP biosynthetic process. Predicted to act upstream of or within cellular response to lipopolysaccharide. Located in mitochondrion and nucleoplasm. Biomarker of multiple sclerosis.	MGI:99830:Cmpk2
C16orf54	HGNC:26649	C16orf54	chromosome 16 open reading frame 54	Predicted to be located in membrane.	MGI:2141979:AI467606
TNNI3	HGNC:11947	TNNI3	troponin I3, cardiac type	Enables several functions, including calcium channel inhibitor activity; calcium-dependent protein binding activity; and cytoskeletal protein binding activity. Involved in several processes, including cardiac muscle contraction; regulation of cardiac muscle contraction by calcium ion signaling; and ventricular cardiac muscle tissue morphogenesis. Located in cardiac myofibril. Part of cardiac Troponin complex. Implicated in intrinsic cardiomyopathy (multiple). Biomarker of coronary artery disease.	MGI:98783:Tnni3
IGKV1OR2-108	HGNC:5767	IGKV1OR2-108	immunoglobulin kappa variable 1/OR2-108 (non-functional)	Predicted to be involved in immune response. Predicted to be located in extracellular region. Predicted to be active in extracellular space.	MGI:2685913:Igkv16-104 | MGI:4439614:Igkv12-38 | MGI:4439772:Igkv12-41 | MGI:3643848:Igkv9-123 | MGI:96513:Igkv15-103 | MGI:4439775:Igkv12-44
HYDIN	HGNC:19368	HYDIN	HYDIN axonemal central pair apparatus protein	Predicted to be involved in axonemal central apparatus assembly and cilium movement. Predicted to act upstream of or within epithelial cell development; trachea development; and ventricular system development. Predicted to be located in axonemal central apparatus. Predicted to be active in axoneme. Implicated in primary ciliary dyskinesia 5.	MGI:2389007:Hydin
RASAL2-AS1	HGNC:44170	RASAL2-AS1	RASAL2 antisense RNA 1	No description available	N.A.
VAV1	HGNC:12657	VAV1	vav guanine nucleotide exchange factor 1	Enables guanyl-nucleotide exchange factor activity and phosphotyrosine residue binding activity. Involved in several processes, including T cell costimulation; natural killer cell activation; and natural killer cell mediated cytotoxicity. Is active in cytoplasm.	MGI:98923:Vav1
C8orf31	HGNC:26731	LY6S-AS1	LY6S antisense RNA 1	No description available	N.A.
DYX1C1	HGNC:21493	DNAAF4	dynein axonemal assembly factor 4	Enables nuclear estrogen receptor binding activity. Involved in several processes, including axonemal dynein complex assembly; regulation of intracellular estrogen receptor signaling pathway; and regulation of proteasomal protein catabolic process. Located in cytosol; nucleus; and plasma membrane. Implicated in dyslexia and primary ciliary dyskinesia 25.	MGI:1914935:Dnaaf4
C15orf48	HGNC:29898	C15orf48	chromosome 15 open reading frame 48	Predicted to act upstream of or within response to bacterium. Located in nucleus.	MGI:3034182:AA467197
C11orf63	HGNC:26288	JHY	junctional cadherin complex regulator	Predicted to be involved in axoneme assembly and brain development. Predicted to act upstream of or within several processes, including cerebrospinal fluid circulation; motile cilium assembly; and regulation of establishment of planar polarity. Predicted to be located in extracellular region.	MGI:1918239:Jhy
MTAP	HGNC:7413	MTAP	methylthioadenosine phosphorylase	Predicted to enable S-methyl-5-thioadenosine phosphorylase activity. Predicted to be involved in L-methionine salvage from methylthioadenosine. Predicted to act upstream of or within methylation. Located in cytosol and nucleoplasm. Implicated in biliary tract benign neoplasm and diaphyseal medullary stenosis with malignant fibrous histiocytoma. Biomarker of common bile duct neoplasm and pancreatic cancer.	MGI:1914152:Mtap
DGKG	HGNC:2853	DGKG	diacylglycerol kinase gamma	Enables ATP-dependent diacylglycerol kinase activity and lipid binding activity. Involved in diacylglycerol metabolic process; lipid phosphorylation; and phosphatidic acid biosynthetic process. Located in cytosol and membrane.	MGI:105060:Dgkg
CFP	HGNC:8864	CFP	complement factor properdin	Predicted to be involved in defense response to bacterium and immune response. Located in collagen-containing extracellular matrix. Part of cytoplasmic side of Golgi membrane. Implicated in X-linked properdin deficiency. Biomarker of factor VIII deficiency.	MGI:97545:Cfp
HMSD	Multiple entries : 2
DNAH3	HGNC:2949	DNAH3	dynein axonemal heavy chain 3	Predicted to enable dynein intermediate chain binding activity; dynein light intermediate chain binding activity; and minus-end-directed microtubule motor activity. Predicted to be involved in cilium movement involved in cell motility. Predicted to be located in axoneme and microtubule. Predicted to be part of dynein complex. Predicted to be active in 9+2 motile cilium.	MGI:2683040:Dnah3
KIAA1549L	HGNC:24836	KIAA1549L	KIAA1549 like	Predicted to be located in membrane.	MGI:2181743:D430041D05Rik
CMTM2	HGNC:19173	CMTM2	CKLF like MARVEL transmembrane domain containing 2	Predicted to enable cytokine activity. Predicted to be involved in chemotaxis and signal transduction. Predicted to be located in extracellular space. Predicted to be active in membrane.	MGI:2447311:Cmtm2b | MGI:2447160:Cmtm2a
MIA-RAB4B	HGNC:48352	MIA-RAB4B	MIA-RAB4B readthrough (NMD candidate)	No description available	N.A.
VSIG10L	HGNC:27111	VSIG10L	V-set and immunoglobulin domain containing 10 like	Located in nucleoplasm.	MGI:1922940:Vsig10l
FSIP1	HGNC:21674	FSIP1	fibrous sheath interacting protein 1	No description available	MGI:1918563:Fsip1
THAP10	HGNC:23193	THAP10	THAP domain containing 10	Predicted to enable DNA-binding transcription factor activity and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Predicted to be active in nucleus.	N.A.
RSAD2	HGNC:30908	RSAD2	radical S-adenosyl methionine domain containing 2	Enables 4 iron, 4 sulfur cluster binding activity. Involved in defense response to virus; negative regulation of protein secretion; and negative regulation of viral genome replication. Located in endoplasmic reticulum membrane; fibrillar center; and mitochondrial membrane. Implicated in respiratory syncytial virus infectious disease.	MGI:1929628:Rsad2
PCDH7	HGNC:8659	PCDH7	protocadherin 7	Predicted to enable calcium ion binding activity. Predicted to be involved in cell adhesion and regulation of postsynapse assembly. Located in plasma membrane.	MGI:1860487:Pcdh7
TRIM36	HGNC:16280	TRIM36	tripartite motif containing 36	Predicted to enable alpha-tubulin binding activity and ubiquitin-protein transferase activity. Involved in mitotic cytokinesis; regulation of microtubule cytoskeleton organization; and spindle organization. Located in cytosol and plasma membrane. Implicated in anencephaly.	MGI:106264:Trim36
ACTBL2	HGNC:17780	ACTBL2	actin beta like 2	Predicted to enable protein kinase binding activity. Predicted to be a structural constituent of postsynaptic actin cytoskeleton. Predicted to be involved in axonogenesis and cell motility. Located in extracellular exosome.	MGI:2444552:Actbl2
HERC5	HGNC:24368	HERC5	HECT and RLD domain containing E3 ubiquitin protein ligase 5	Enables ISG15 transferase activity and ubiquitin protein ligase activity. Involved in ISG15-protein conjugation; innate immune response; and regulation of defense response to virus. Acts upstream of or within protein ubiquitination. Is active in cytoplasm.	N.A.
FLRT3	HGNC:3762	FLRT3	fibronectin leucine rich transmembrane protein 3	Enables protein homodimerization activity. Involved in cell-cell adhesion via plasma-membrane adhesion molecules and neuron projection extension. Located in cell junction; cytosol; and plasma membrane. Implicated in hypogonadotropic hypogonadism 21 with or without anosmia.	MGI:1918686:Flrt3
RAMP1	HGNC:9843	RAMP1	receptor activity modifying protein 1	Enables amylin receptor activity; calcitonin gene-related peptide binding activity; and calcitonin gene-related peptide receptor activity. Involved in several processes, including G protein-coupled receptor signaling pathway; positive regulation of protein glycosylation; and protein localization to plasma membrane. Located in cell surface and plasma membrane. Part of CGRP receptor complex.	MGI:1858418:Ramp1
FAM86B1	HGNC:28268	FAM86B1	family with sequence similarity 86 member B1	Predicted to enable protein-lysine N-methyltransferase activity. Predicted to be involved in methylation. Predicted to be part of protein-containing complex.	MGI:1917761:Eef2kmt
ENDOU	HGNC:14369	ENDOU	endonuclease, poly(U) specific	Enables RNA binding activity; RNA endonuclease activity; and serine-type peptidase activity. Involved in several processes, including female pregnancy; negative regulation of lipid catabolic process; and post-transcriptional gene silencing. Located in cytoplasm.	MGI:97746:Endou
ACBD7	HGNC:17715	ACBD7	acyl-CoA binding domain containing 7	Predicted to enable fatty-acyl-CoA binding activity. Predicted to be involved in fatty acid metabolic process.	MGI:1925495:Acbd7
AP1S2	HGNC:560	AP1S2	adaptor related protein complex 1 subunit sigma 2	Predicted to enable clathrin adaptor activity. Predicted to be involved in synaptic vesicle budding from endosome. Predicted to act upstream of or within several processes, including adipose tissue development; fat cell differentiation; and visual learning. Located in Golgi apparatus. Implicated in syndromic X-linked intellectual disability 5.	MGI:1889383:Ap1s2
FAM86B2	HGNC:32222	FAM86B2	family with sequence similarity 86 member B2	Predicted to enable protein-lysine N-methyltransferase activity. Predicted to be involved in methylation. Part of protein-containing complex.	MGI:1917761:Eef2kmt
OXTR	HGNC:8529	OXTR	oxytocin receptor	Predicted to enable oxytocin receptor activity; peptide binding activity; and vasopressin receptor activity. Predicted to be involved in several processes, including maternal process involved in parturition; positive regulation of cold-induced thermogenesis; and positive regulation of vasoconstriction. Predicted to act upstream of or within positive regulation of blood pressure. Predicted to be located in plasma membrane.	MGI:109147:Oxtr
PPP1R1C	HGNC:14940	PPP1R1C	protein phosphatase 1 regulatory inhibitor subunit 1C	Predicted to enable protein phosphatase inhibitor activity. Predicted to be involved in intracellular signal transduction. Predicted to be active in cytoplasm.	MGI:1923185:Ppp1r1c
TRPV4	HGNC:18083	TRPV4	transient receptor potential cation channel subfamily V member 4	Enables several functions, including calmodulin binding activity; identical protein binding activity; and stretch-activated, monoatomic cation-selective, calcium channel activity. Involved in several processes, including blood vessel endothelial cell delamination; calcium ion transport; and cellular hypotonic response. Located in plasma membrane. Implicated in Charcot-Marie-Tooth disease axonal type 2C; motor neuron disease (multiple); osteochondrodysplasia (multiple); and osteonecrosis.	MGI:1926945:Trpv4
FBXO24	HGNC:13595	FBXO24	F-box protein 24	No description available	MGI:1918426:Fbxo24
RP11-385D13.1	not found
TMEM265	HGNC:51241	TMEM265	transmembrane protein 265	Predicted to be located in membrane.	MGI:5613213:Tmem265
RP11-303E16.8	not found
F3	Multiple entries : 2
ZNF385C	HGNC:33722	ZNF385C	zinc finger protein 385C	Predicted to enable nucleic acid binding activity and zinc ion binding activity. Predicted to be active in nucleus.	MGI:3608347:Zfp385c
CTRL	HGNC:2524	CTRL	chymotrypsin like	Enables serine-type peptidase activity. Predicted to be involved in proteolysis. Located in extracellular space.	MGI:88558:Ctrl
Multiple Output Below
DRC1	HGNC:1230	CRNN	cornulin	Predicted to enable calcium ion binding activity and calcium-dependent protein binding activity. Involved in several processes, including positive regulation of NF-kappaB transcription factor activity; positive regulation of cell cycle G1/S phase transition; and positive regulation of keratinocyte proliferation. Located in cytoplasm and membrane.	MGI:2685861:Crnn
DRC1	HGNC:24245	DRC1	dynein regulatory complex subunit 1	Involved in axonemal dynein complex assembly and cilium-dependent cell motility. Predicted to be located in cytoplasm; cytoskeleton; and motile cilium. Predicted to be part of axonemal dynein complex. Predicted to be active in axoneme; cytosol; and sperm flagellum. Implicated in primary ciliary dyskinesia 21 and spermatogenic failure 80.	MGI:2685906:Drc1
CST6	HGNC:2478	CST6	cystatin E/M	Predicted to enable cysteine-type endopeptidase inhibitor activity. Predicted to be involved in anatomical structure morphogenesis. Predicted to act upstream of or within epidermis development. Located in extracellular exosome. Implicated in ectodermal dysplasia 15.	MGI:1920970:Cst6
CST6	HGNC:2482	CSTB	cystatin B	Enables cysteine-type endopeptidase inhibitor activity and protease binding activity. Involved in amyloid fibril formation and negative regulation of peptidase activity. Located in cytosol; extracellular space; and nucleolus. Implicated in Unverricht-Lundborg syndrome and progressive myoclonus epilepsy 1A.	MGI:109514:Cstb
MAK	HGNC:17574	ALPK3	alpha kinase 3	Predicted to enable ATP binding activity; histone H2AS1 kinase activity; and protein serine kinase activity. Predicted to be involved in cardiac muscle cell development. Predicted to be active in nucleus. Implicated in familial hypertrophic cardiomyopathy.	MGI:2151224:Alpk3
MAK	HGNC:6816	MAK	male germ cell associated kinase	Enables transcription coactivator activity. Involved in protein autophosphorylation. Located in several cellular components, including microtubule cytoskeleton; midbody; and photoreceptor inner segment. Implicated in retinitis pigmentosa 62.	MGI:96913:Mak
LY75	HGNC:38828	LY75-CD302	LY75-CD302 readthrough	Predicted to enable signaling receptor activity. Predicted to be involved in immune response and inflammatory response. Located in extracellular exosome.	MGI:106662:Ly75
LY75	HGNC:6729	LY75	lymphocyte antigen 75	Predicted to enable signaling receptor activity. Predicted to be involved in immune response and inflammatory response. Located in extracellular exosome.	MGI:106662:Ly75
KLK6	HGNC:6357	KLK1	kallikrein 1	Predicted to enable serine-type endopeptidase activity. Predicted to be involved in regulation of systemic arterial blood pressure and zymogen activation. Located in nucleus. Implicated in cardiomyopathy; chronic kidney disease; end stage renal disease; hypertension; and myocardial infarction.	MGI:891982:Klk1b16 | MGI:892018:Klk1b8 | MGI:95291:Klk1b22 | MGI:892022:Klk1b21 | MGI:97320:Klk1b4 | MGI:892021:Klk1b24 | MGI:891980:Klk1b27 | MGI:892020:Klk1b5 | MGI:97322:Klk1b3 | MGI:95292:Egfbp2 | MGI:95293:Klk1b9 | MGI:892023:Klk1b11 | MGI:102850:Klk1 | MGI:891981:Klk1b26 | MGI:892019:Klk1b1
KLK6	HGNC:6367	KLK6	kallikrein related peptidase 6	Enables serine-type endopeptidase activity. Involved in positive regulation of G protein-coupled receptor signaling pathway. Located in several cellular components, including extracellular region; intercellular bridge; and nucleus. Implicated in Alzheimer's disease; Lewy body dementia; Parkinson's disease; demyelinating disease; and multiple system atrophy. Biomarker of breast carcinoma; ovarian cancer; prostate cancer; and renal cell carcinoma.	MGI:1343166:Klk6
NRP2	HGNC:7751	NELL2	neural EGFL like 2	Enables calcium ion binding activity and identical protein binding activity. Involved in commissural neuron axon guidance. Predicted to be located in extracellular region. Predicted to be active in cytoplasm and extracellular space.	MGI:1858510:Nell2
NRP2	HGNC:8005	NRP2	neuropilin 2	Enables identical protein binding activity. Predicted to be involved in nervous system development; outflow tract septum morphogenesis; and semaphorin-plexin signaling pathway. Predicted to act upstream of or within several processes, including cellular response to leukemia inhibitory factor; negative chemotaxis; and trunk neural crest cell migration. Predicted to be located in membrane. Predicted to be active in axon; glutamatergic synapse; and postsynaptic membrane.	MGI:1100492:Nrp2
ZNF474	HGNC:12886	ZNF106	zinc finger protein 106	Enables RNA binding activity. Predicted to be involved in insulin receptor signaling pathway. Predicted to be located in nuclear speck and nucleolus. Predicted to be active in cytosol and membrane.	MGI:1270153:Zfp106
ZNF474	HGNC:23245	ZNF474	zinc finger protein 474	Predicted to enable metal ion binding activity. Predicted to be located in membrane.	MGI:1914008:Zfp474
ZBP1	HGNC:16176	ZBP1	Z-DNA binding protein 1	Enables DNA binding activity; RNA binding activity; and identical protein binding activity. Involved in antiviral innate immune response and positive regulation of necroptotic process. Located in cytosol and nucleus.	MGI:1927449:Zbp1
ZBP1	HGNC:28866	IGF2BP1	insulin like growth factor 2 mRNA binding protein 1	Enables N6-methyladenosine-containing RNA reader activity; mRNA binding activity; and translation regulator activity. Involved in post-transcriptional regulation of gene expression. Located in cytoplasmic ribonucleoprotein granule; cytosol; and nucleoplasm. Part of CRD-mediated mRNA stability complex and ribonucleoprotein complex.	MGI:1890357:Igf2bp1
KLK8	HGNC:6369	KLK8	kallikrein related peptidase 8	Enables serine-type endopeptidase activity. Predicted to be involved in several processes, including keratinocyte proliferation; memory; and neuron projection morphogenesis. Predicted to act upstream of or within synapse organization. Located in cytoplasm. Part of serine protease inhibitor complex.	MGI:1343327:Klk8
KLK8	HGNC:6370	KLK9	kallikrein related peptidase 9	Predicted to enable serine-type endopeptidase activity. Predicted to be involved in proteolysis. Predicted to be located in extracellular region. Predicted to be active in secretory granule.	MGI:1921082:Klk9
KLK7	HGNC:6367	KLK6	kallikrein related peptidase 6	Enables serine-type endopeptidase activity. Involved in positive regulation of G protein-coupled receptor signaling pathway. Located in several cellular components, including extracellular region; intercellular bridge; and nucleus. Implicated in Alzheimer's disease; Lewy body dementia; Parkinson's disease; demyelinating disease; and multiple system atrophy. Biomarker of breast carcinoma; ovarian cancer; prostate cancer; and renal cell carcinoma.	MGI:1343166:Klk6
KLK7	HGNC:6368	KLK7	kallikrein related peptidase 7	Enables peptidase activity. Involved in positive regulation of antibacterial peptide production. Located in epidermal lamellar body and extracellular space.	MGI:1346336:Klk7
