# SimpleMine Results Based on Alliance of Genome Resources
# Alliance Database Version: 7.4.0
# Date file generated (UTC): 2024-10-09 18:31
Your Input	Gene ID	Gene Symbol	Gene Name	Description	Mus musculus Ortholog
FAM3D	HGNC:18665	FAM3D	FAM3 metabolism regulating signaling molecule D	Predicted to enable carbohydrate binding activity. Involved in negative regulation of insulin secretion. Predicted to be located in extracellular region and membrane. Predicted to be active in extracellular space.	MGI:1201784:Fam3d
PLA2G4F	HGNC:27396	PLA2G4F	phospholipase A2 group IVF	Predicted to enable calcium ion binding activity; calcium-dependent phospholipase A2 activity; and calcium-dependent phospholipid binding activity. Predicted to be involved in glycerophospholipid catabolic process. Predicted to act upstream of or within several processes, including arachidonate secretion; cellular response to antibiotic; and prostaglandin biosynthetic process. Predicted to be located in mitochondrion and plasma membrane. Predicted to be active in cytosol; ruffle membrane; and vesicle.	MGI:2685493:Pla2g4f
DNAJC12	HGNC:28908	DNAJC12	DnaJ heat shock protein family (Hsp40) member C12	Located in cytoplasm.	MGI:1353428:Dnajc12
C4BPB	HGNC:1328	C4BPB	complement component 4 binding protein beta	Involved in several processes, including negative regulation of complement activation, classical pathway; regulation of opsonization; and response to symbiotic bacterium. Located in extracellular space. Implicated in COVID-19.	N.A.
CEACAM5	HGNC:1817	CEACAM5	CEA cell adhesion molecule 5	Enables GPI anchor binding activity and protein homodimerization activity. Involved in several processes, including heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules; homophilic cell adhesion via plasma membrane adhesion molecules; and negative regulation of anoikis. Located in apical plasma membrane; basolateral plasma membrane; and cell surface.	MGI:1347245:Ceacam1 | MGI:1347246:Ceacam2
SIDT1	HGNC:25967	SIDT1	SID1 transmembrane family member 1	Enables cholesterol binding activity. Predicted to be involved in RNA transport. Predicted to be located in membrane. Predicted to be active in lysosome and plasma membrane.	MGI:2443155:Sidt1
TAS2R38	HGNC:9584	TAS2R38	taste 2 receptor member 38	Enables bitter taste receptor activity. Involved in detection of chemical stimulus involved in sensory perception of bitter taste. Part of plasma membrane.	MGI:2681306:Tas2r138
MYCL	HGNC:7555	MYCL	MYCL proto-oncogene, bHLH transcription factor	Predicted to enable DNA-binding transcription factor activity, RNA polymerase II-specific and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Predicted to act upstream of or within regulation of inner ear auditory receptor cell differentiation. Located in chromosome and nucleoplasm.	MGI:96799:Mycl
ENTPD8	HGNC:24860	ENTPD8	ectonucleoside triphosphate diphosphohydrolase 8	Predicted to enable GDP phosphatase activity; UDP phosphatase activity; and ribonucleoside triphosphate phosphatase activity. Predicted to be involved in nucleoside diphosphate catabolic process. Predicted to act upstream of or within nucleoside diphosphate biosynthetic process and nucleoside monophosphate biosynthetic process. Predicted to be located in membrane. Predicted to be active in plasma membrane.	MGI:1919340:Entpd8
DGAT2	HGNC:16940	DGAT2	diacylglycerol O-acyltransferase 2	Enables diacylglycerol O-acyltransferase activity. Involved in acylglycerol metabolic process and long-chain fatty-acyl-CoA metabolic process. Located in cytosol; lipid droplet; and perinuclear endoplasmic reticulum membrane. Implicated in metabolic dysfunction-associated steatotic liver disease.	MGI:1915050:Dgat2
OTC	HGNC:8512	OTC	ornithine transcarbamylase	Enables ornithine carbamoyltransferase activity. Involved in ammonium homeostasis; non-proteinogenic amino acid metabolic process; and urea cycle. Located in mitochondrion. Implicated in ornithine carbamoyltransferase deficiency. Biomarker of hepatocellular carcinoma.	MGI:97448:Otc
RNF32	HGNC:17118	RNF32	ring finger protein 32	Predicted to enable metal ion binding activity. Located in several cellular components, including aggresome; endosome; and nuclear body.	MGI:1861747:Rnf32
CYP3A4	HGNC:2637	CYP3A4	cytochrome P450 family 3 subfamily A member 4	Enables several functions, including caffeine oxidase activity; iron ion binding activity; and monooxygenase activity. Involved in several processes, including lipid hydroxylation; terpenoid metabolic process; and vitamin D catabolic process. Located in cytoplasm. Implicated in familial Mediterranean fever.	MGI:88610:Cyp3a13
HGD	HGNC:4892	HGD	homogentisate 1,2-dioxygenase	Enables homogentisate 1,2-dioxygenase activity and identical protein binding activity. Predicted to be involved in L-phenylalanine catabolic process. Predicted to act upstream of or within amino acid metabolic process. Located in extracellular exosome. Implicated in alkaptonuria.	MGI:96078:Hgd
ATP2C2	HGNC:29103	ATP2C2	ATPase secretory pathway Ca2+ transporting 2	Enables P-type calcium transporter activity and P-type manganese transporter activity. Predicted to be involved in calcium ion transmembrane transport; intracellular calcium ion homeostasis; and manganese ion transport. Predicted to act upstream of or within mammary gland epithelium development; positive regulation of calcium ion import; and protein localization to plasma membrane. Predicted to be located in trans-Golgi network membrane. Predicted to be active in Golgi membrane; endoplasmic reticulum; and plasma membrane.	MGI:1916297:Atp2c2
FEZF1	HGNC:22788	FEZF1	FEZ family zinc finger 1	Predicted to enable DNA-binding transcription factor activity and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Predicted to act upstream of or within nervous system development and positive regulation of neuron differentiation. Located in cytosol and nucleoplasm. Implicated in hypogonadotropic hypogonadism 22 with or without anosmia.	MGI:1920441:Fezf1
NOS2	Multiple entries : 2
SLC27A2	HGNC:10996	SLC27A2	solute carrier family 27 member 2	Enables CoA-ligase activity; enzyme binding activity; and long-chain fatty acid transmembrane transporter activity. Involved in bile acid biosynthetic process and fatty acid metabolic process. Located in endoplasmic reticulum lumen; endoplasmic reticulum membrane; and peroxisomal membrane.	MGI:1347099:Slc27a2
RP11-903H12.5	not found
CXXC4	HGNC:24593	CXXC4	CXXC finger protein 4	Enables PDZ domain binding activity; methyl-CpG binding activity; and zinc ion binding activity. Involved in negative regulation of Wnt signaling pathway. Located in cytoplasmic vesicle.	MGI:2442112:Cxxc4
CTD-2026G6.3	not found
RP11-420N3.3	not found
CCL24	HGNC:10623	CCL24	C-C motif chemokine ligand 24	Enables CCR3 chemokine receptor binding activity and chemokine activity. Involved in several processes, including eosinophil chemotaxis; positive regulation of GTPase activity; and positive regulation of actin filament polymerization. Predicted to be located in extracellular region. Predicted to be active in extracellular space. Implicated in asthma and rhinitis. Biomarker of asthma; chronic fatigue syndrome; and rhinitis.	MGI:1928953:Ccl24
XK	HGNC:12811	XK	X-linked Kx blood group antigen, Kell and VPS13A binding protein	Enables protein-macromolecule adaptor activity. Predicted to be involved in amino acid transport. Predicted to act upstream of or within several processes, including intracellular monoatomic cation homeostasis; regulation of axon diameter; and skeletal muscle fiber development. Located in endoplasmic reticulum membrane and plasma membrane. Implicated in McLeod syndrome and hematopoietic system disease.	MGI:103569:Xk
PARM1	HGNC:24536	PARM1	prostate androgen-regulated mucin-like protein 1	Located in several cellular components, including Golgi apparatus; endosome; and nucleoplasm.	MGI:2443349:Parm1
KIAA1257	HGNC:29231	CFAP92	cilia and flagella associated protein 92 (putative)	No description available	MGI:3586838:Cfap92
CGNL1	HGNC:25931	CGNL1	cingulin like 1	Involved in several processes, including negative regulation of small GTPase mediated signal transduction; negative regulation of stress fiber assembly; and protein localization to cell-cell junction. Part of protein-containing complex.	MGI:1915428:Cgnl1
ARHGEF26	HGNC:24490	ARHGEF26	Rho guanine nucleotide exchange factor 26	Predicted to enable guanyl-nucleotide exchange factor activity. Predicted to act upstream of or within endothelial cell morphogenesis and ruffle assembly. Predicted to be located in cytosol.	MGI:1918053:Arhgef26
RAB26	HGNC:14259	RAB26	RAB26, member RAS oncogene family	Enables GMP binding activity and GTP binding activity. Involved in several processes, including Golgi to plasma membrane protein transport; exocrine system development; and regulation protein catabolic process at presynapse. Located in Golgi membrane. Is active in synaptic vesicle membrane.	MGI:2443284:Rab26
PGM5	HGNC:8908	PGM5	phosphoglucomutase 5	Predicted to enable magnesium ion binding activity and phosphoglucomutase activity. Predicted to be involved in carbohydrate metabolic process; myofibril assembly; and striated muscle tissue development. Located in several cellular components, including costamere; focal adhesion; and spot adherens junction.	MGI:1925668:Pgm5
HMCN2	HGNC:21293	HMCN2	hemicentin 2	Predicted to enable axon guidance receptor activity. Predicted to be involved in homophilic cell adhesion via plasma membrane adhesion molecules and synapse organization. Located in collagen-containing extracellular matrix.	MGI:2677838:Hmcn2
LGI2	HGNC:18710	LGI2	leucine rich repeat LGI family member 2	Predicted to be involved in inhibitory synapse assembly. Predicted to be located in extracellular region.	MGI:2180196:Lgi2
TNFRSF11B	Multiple entries : 2
DLL1	HGNC:2908	DLL1	delta like canonical Notch ligand 1	Enables Notch binding activity; Tat protein binding activity; and receptor ligand activity. Involved in Notch signaling pathway; negative regulation of interleukin-10 production; and neuronal stem cell population maintenance. Predicted to be located in adherens junction; apical plasma membrane; and membrane raft. Predicted to be active in plasma membrane. Biomarker of temporal arteritis.	MGI:104659:Dll1
FAM84A	HGNC:20743	LRATD1	LRAT domain containing 1	Involved in cell morphogenesis and cell motility. Predicted to be located in cytoplasm.	MGI:2145011:Lratd1
CCRL2	HGNC:1612	CCRL2	C-C motif chemokine receptor like 2	Enables CCR chemokine receptor binding activity. Predicted to be involved in several processes, including calcium-mediated signaling; cell chemotaxis; and positive regulation of cytosolic calcium ion concentration. Located in plasma membrane.	MGI:1920904:Ccrl2
MOGAT2	HGNC:23248	MOGAT2	monoacylglycerol O-acyltransferase 2	Enables 2-acylglycerol O-acyltransferase activity. Involved in monoacylglycerol biosynthetic process. Located in perinuclear endoplasmic reticulum membrane.	MGI:2663253:Mogat2
CD244	HGNC:18171	CD244	CD244 molecule	Enables MHC class I protein binding activity and signaling receptor activity. Involved in natural killer cell activation involved in immune response and positive regulation of biosynthetic process. Located in external side of plasma membrane. Implicated in rheumatoid arthritis.	MGI:109294:Cd244a
MUC12	HGNC:7510	MUC12	mucin 12, cell surface associated	Predicted to be located in Golgi lumen and plasma membrane.	MGI:5590319:Muc12
VNN1	HGNC:12705	VNN1	vanin 1	Enables pantetheine hydrolase activity. Involved in pantothenate metabolic process. Predicted to be located in azurophil granule membrane; extracellular region; and plasma membrane. Biomarker of pancreatic ductal adenocarcinoma.	MGI:108395:Vnn1
C2	Multiple entries : 2
TINAG	HGNC:14599	TINAG	tubulointerstitial nephritis antigen	Predicted to enable cysteine-type endopeptidase activity and nucleotide binding activity. Involved in cell adhesion. Located in basement membrane.	MGI:1349477:Tinag
SCUBE1	HGNC:13441	SCUBE1	signal peptide, CUB domain and EGF like domain containing 1	Enables identical protein binding activity. Predicted to be involved in signal transduction. Predicted to act upstream of or within positive regulation of smoothened signaling pathway. Located in external side of plasma membrane and extracellular space.	MGI:1890616:Scube1
STK31	HGNC:11407	STK31	serine/threonine kinase 31	Predicted to enable ATP binding activity; histone H2AS1 kinase activity; and protein serine kinase activity. Predicted to be involved in chromatin remodeling and phosphorylation. Predicted to act upstream of or within protein phosphorylation. Predicted to be located in acrosomal vesicle.	MGI:1924735:Stk31
RASL11A	HGNC:23802	RASL11A	RAS like family 11 member A	Predicted to enable G protein activity and GTP binding activity. Predicted to be involved in positive regulation of transcription by RNA polymerase I. Predicted to be located in nucleolus.	MGI:1916145:Rasl11a
E2F2	HGNC:3114	E2F2	E2F transcription factor 2	Enables cis-regulatory region sequence-specific DNA binding activity. Contributes to DNA-binding transcription activator activity, RNA polymerase II-specific and RNA polymerase II transcription regulatory region sequence-specific DNA binding activity. Involved in negative regulation of sprouting angiogenesis and positive regulation of transcription by RNA polymerase II. Part of RNA polymerase II transcription regulator complex.	MGI:1096341:E2f2
GFI1	HGNC:4237	GFI1	growth factor independent 1 transcriptional repressor	Enables DNA-binding transcription repressor activity, RNA polymerase II-specific; enzyme-substrate adaptor activity; and transcription cis-regulatory region binding activity. Involved in several processes, including cellular response to lipopolysaccharide; negative regulation of biosynthetic process; and regulation of signal transduction. Located in nuclear body and nuclear matrix. Part of transcription repressor complex. Implicated in acute myeloid leukemia and severe congenital neutropenia 2. Biomarker of leukemia and myelodysplastic syndrome.	MGI:103170:Gfi1
NWD2	HGNC:29229	NWD2	NACHT and WD repeat domain containing 2	Predicted to be active in synapse.	MGI:1920464:Nwd2
GAS2	HGNC:4167	GAS2	growth arrest specific 2	Predicted to enable actin filament binding activity and cytoskeletal anchor activity. Predicted to be involved in actin crosslink formation. Predicted to act upstream of or within several processes, including ovarian follicle development; ovulation; and regulation of Notch signaling pathway. Predicted to be located in cytosol. Predicted to be active in actin filament.	MGI:95657:Gas2
PKHD1L1	HGNC:20313	PKHD1L1	PKHD1 like 1	Predicted to act upstream of or within sensory perception of sound. Predicted to be located in cytosol. Implicated in autosomal recessive nonsyndromic deafness.	MGI:2183153:Pkhd1l1
MAP2K6	HGNC:6846	MAP2K6	mitogen-activated protein kinase kinase 6	Enables MAP kinase kinase activity; identical protein binding activity; and protein kinase binding activity. Involved in p38MAPK cascade and stress-activated MAPK cascade. Located in nucleoplasm. Is active in cytosol. Implicated in Pick's disease; cervical cancer; ovarian carcinoma; progressive supranuclear palsy; and restrictive cardiomyopathy. Biomarker of prostate carcinoma in situ.	MGI:1346870:Map2k6
RP11-187E13.1	not found
ARL9	HGNC:23592	ARL9	ADP ribosylation factor like GTPase 9	Predicted to enable GTP binding activity and GTPase activity.	MGI:1915496:Arl9
PLCB1	HGNC:15917	PLCB1	phospholipase C beta 1	Enables several functions, including GTPase activator activity; calmodulin binding activity; and phosphatidylinositol phospholipase C activity. Involved in cytokine-mediated signaling pathway; phosphatidylinositol metabolic process; and positive regulation of JNK cascade. Located in cytoplasm and nuclear speck. Implicated in developmental and epileptic encephalopathy 12 and myelodysplastic syndrome. Biomarker of Alzheimer's disease; acute myeloid leukemia; and myelodysplastic syndrome.	MGI:97613:Plcb1
POTEI	HGNC:37093	POTEI	POTE ankyrin domain family member I	Predicted to enable protein kinase binding activity. Predicted to be a structural constituent of postsynaptic actin cytoskeleton. Predicted to be involved in axonogenesis and cell motility. Located in extracellular exosome.	MGI:1914825:Potefam1
CHRM3	HGNC:1952	CHRM3	cholinergic receptor muscarinic 3	Predicted to enable G protein-coupled acetylcholine receptor activity; G protein-coupled serotonin receptor activity; and acetylcholine binding activity. Involved in acetylcholine receptor signaling pathway. Acts upstream of or within calcium-mediated signaling and regulation of monoatomic ion transmembrane transporter activity. Located in basal plasma membrane. Implicated in bladder disease; chronic obstructive pulmonary disease; prune belly syndrome; and pulmonary fibrosis. Biomarker of asthma and small cell carcinoma.	MGI:88398:Chrm3
HECW2	HGNC:29853	HECW2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2	Predicted to enable ubiquitin protein ligase activity. Involved in regulation of mitotic metaphase/anaphase transition. Located in mitotic spindle.	MGI:2685817:Hecw2
SLC1A7	HGNC:10945	SLC1A7	solute carrier family 1 member 7	Enables glutamate:sodium symporter activity. Involved in neurotransmitter uptake. Predicted to be located in photoreceptor cell terminal bouton. Predicted to be active in glutamatergic synapse; postsynaptic membrane; and presynaptic membrane.	MGI:2444087:Slc1a7
HOXA4	HGNC:5105	HOXA4	homeobox A4	Enables sequence-specific double-stranded DNA binding activity. Predicted to be involved in anterior/posterior pattern specification; embryonic skeletal system morphogenesis; and positive regulation of transcription by RNA polymerase II. Located in nuclear body.	MGI:96176:Hoxa4
YBX2	HGNC:17948	YBX2	Y-box binding protein 2	Predicted to enable several functions, including chromatin binding activity; mRNA 3'-UTR binding activity; and ribonucleoprotein complex binding activity. Predicted to be involved in positive regulation of cold-induced thermogenesis and regulation of gene expression. Predicted to act upstream of or within germ cell development and post-transcriptional regulation of gene expression. Predicted to be located in cytoplasm. Predicted to be part of ribonucleoprotein complex. Predicted to be active in nucleus.	MGI:1096372:Ybx2
UGT1A8	HGNC:12540	UGT1A8	UDP glucuronosyltransferase family 1 member A8	Enables several functions, including fatty acid binding activity; glucuronosyltransferase activity; and protein dimerization activity. Involved in several processes, including cellular glucuronidation; flavone metabolic process; and negative regulation of small molecule metabolic process. Located in endoplasmic reticulum.	MGI:3032636:Ugt1a7c | MGI:3576090:Ugt1a8 | MGI:3576092:Ugt1a9 | MGI:3580642:Ugt1a10
C1orf226	HGNC:34351	C1orf226	chromosome 1 open reading frame 226	No description available	MGI:3649135:Gm7694
PDE10A	HGNC:8772	PDE10A	phosphodiesterase 10A	Enables 3',5'-cGMP-stimulated cyclic-nucleotide phosphodiesterase activity and cAMP binding activity. Predicted to be involved in cAMP-mediated signaling and negative regulation of cGMP-mediated signaling. Predicted to act upstream of or within regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway and regulation of cAMP/PKA signal transduction. Predicted to be located in cytosol. Predicted to be active in glutamatergic synapse. Predicted to be extrinsic component of postsynaptic density membrane.	MGI:1345143:Pde10a
DSG1	HGNC:3048	DSG1	desmoglein 1	Enables gamma-catenin binding activity. Involved in protein stabilization. Located in several cellular components, including cytoplasmic side of plasma membrane; desmosome; and nucleus. Implicated in keratosis palmoplantaris striata 1.	MGI:94930:Dsg1a | MGI:2664357:Dsg1b | MGI:2664358:Dsg1c
SLAIN1	HGNC:26387	SLAIN1	SLAIN motif family member 1	Predicted to be involved in cytoplasmic microtubule organization; microtubule nucleation; and positive regulation of microtubule polymerization. Predicted to be located in microtubule plus-end.	MGI:2145578:Slain1
DAPK2	HGNC:2675	DAPK2	death associated protein kinase 2	Enables ATP binding activity; calmodulin binding activity; and identical protein binding activity. Involved in several processes, including anoikis; positive regulation of granulocyte chemotaxis; and regulation of intrinsic apoptotic signaling pathway. Located in Golgi apparatus.	MGI:1341297:Dapk2
DPP4	HGNC:3009	DPP4	dipeptidyl peptidase 4	Enables several functions, including chemorepellent activity; peptidase activity; and protein homodimerization activity. Involved in several processes, including negative regulation of extracellular matrix disassembly; negative regulation of neutrophil chemotaxis; and regulation of cell-cell adhesion. Located in several cellular components, including apical plasma membrane; endocytic vesicle; and lamellipodium. Implicated in Middle East respiratory syndrome and type 2 diabetes mellitus. Biomarker of esophagus squamous cell carcinoma.	MGI:94919:Dpp4
RP11-723O4.6	not found
SPDEF	HGNC:17257	SPDEF	SAM pointed domain containing ETS transcription factor	Enables sequence-specific double-stranded DNA binding activity. Involved in negative regulation of transcription by RNA polymerase II and positive regulation of apoptotic process. Predicted to be located in chromatin. Predicted to be active in nucleus. Biomarker of ovarian cancer.	MGI:1353422:Spdef
RAB37	HGNC:30268	RAB37	RAB37, member RAS oncogene family	Predicted to enable GTP binding activity and GTPase activity. Predicted to be involved in protein transport. Located in endoplasmic reticulum-Golgi intermediate compartment.	MGI:1929945:Rab37
CDIP1	HGNC:13234	CDIP1	cell death inducing p53 target 1	Predicted to enable zinc ion binding activity. Acts upstream of or within intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator. Located in cytoplasmic side of late endosome membrane; cytoplasmic side of lysosomal membrane; and nucleus.	MGI:1913876:Cdip1
CCNI2	HGNC:33869	CCNI2	cyclin I family member 2	Predicted to enable cyclin-dependent protein serine/threonine kinase regulator activity. Predicted to be involved in mitotic cell cycle phase transition. Predicted to be part of cyclin-dependent protein kinase holoenzyme complex. Predicted to be active in cytoplasm and nucleus.	N.A.
CPS1	Multiple entries : 3
PTGES3L-AARSD1	HGNC:43946	PTGES3L-AARSD1	PTGES3L-AARSD1 readthrough	Predicted to enable Ser-tRNA(Ala) hydrolase activity. Predicted to be involved in regulation of translational fidelity. Located in nucleus.	MGI:1916934:Aarsd1
DLGAP1	HGNC:2905	DLGAP1	DLG associated protein 1	Predicted to enable molecular adaptor activity. Predicted to be a structural constituent of postsynaptic density. Predicted to be involved in several processes, including aggresome assembly; protein localization to synapse; and regulation of proteasomal protein catabolic process. Predicted to be located in plasma membrane. Predicted to be active in glutamatergic synapse and postsynaptic density, intracellular component.	MGI:1346065:Dlgap1
AKAP5	HGNC:375	AKAP5	A-kinase anchoring protein 5	Enables several functions, including SH3 domain binding activity; calmodulin binding activity; and enzyme binding activity. Involved in several processes, including calcineurin-NFAT signaling cascade; negative regulation of adenylate cyclase activity; and positive regulation of endosome to plasma membrane protein transport. Located in cytoplasmic side of plasma membrane; membrane raft; and postsynaptic recycling endosome. Biomarker of Alzheimer's disease.	MGI:2685104:Akap5
TLL2	HGNC:11844	TLL2	tolloid like 2	Predicted to enable metalloendopeptidase activity. Predicted to be involved in dorsal/ventral pattern formation and protein processing. Predicted to act upstream of or within negative regulation of skeletal muscle tissue growth. Predicted to be located in extracellular region. Predicted to be active in extracellular space.	MGI:1346044:Tll2
CTD-2021H9.3	not found
PCK1	HGNC:8724	PCK1	phosphoenolpyruvate carboxykinase 1	Enables several functions, including anion binding activity; metal ion binding activity; and phosphoenolpyruvate carboxykinase (GTP) activity. Involved in several processes, including carboxylic acid metabolic process; cellular response to glucose stimulus; and gluconeogenesis. Located in cytosol and endoplasmic reticulum. Implicated in Alzheimer's disease and type 2 diabetes mellitus.	MGI:97501:Pck1
C2orf70	HGNC:27938	CIMIP2C	ciliary microtubule inner protein 2C	Predicted to be involved in flagellated sperm motility. Located in axonemal microtubule.	MGI:1922684:Cimip2c
LRP4	Multiple entries : 2
RP11-150O12.6	not found
WISP3	HGNC:12771	CCN6	cellular communication network factor 6	Predicted to enable heparin binding activity and integrin binding activity. Involved in regulation of mitochondrial membrane potential and regulation of reactive oxygen species biosynthetic process. Acts upstream of or within negative regulation of angiogenesis and negative regulation of cell population proliferation. Located in extracellular space and mitochondrion. Implicated in arthropathy and progressive pseudorheumatoid arthropathy of childhood.	MGI:2685581:Ccn6
OFCC1	HGNC:21017	OFCC1	orofacial cleft 1 candidate 1 (pseudogene)	Predicted to be located in several cellular components, including endoplasmic reticulum; microtubule cytoskeleton; and perinuclear region of cytoplasm.	MGI:2658851:Ofcc1
HOXA2	HGNC:5103	HOXA2	homeobox A2	Enables sequence-specific double-stranded DNA binding activity. Predicted to be involved in chordate embryonic development; muscle structure development; and regulation of DNA-templated transcription. Predicted to act upstream of or within several processes, including regionalization; regulation of transcription by RNA polymerase II; and rhombomere development. Located in nucleoplasm.	MGI:96174:Hoxa2
EYS	HGNC:21555	EYS	eyes shut homolog	Predicted to enable calcium ion binding activity. Involved in detection of light stimulus involved in visual perception and skeletal muscle tissue regeneration. Located in extracellular exosome. Implicated in retinitis pigmentosa 25.	N.A.
USP41	HGNC:20070	USP41P	ubiquitin specific peptidase 41, pseudogene	No description available	MGI:1344364:Usp18
RPGRIP1	HGNC:13436	RPGRIP1	RPGR interacting protein 1	Predicted to enable thromboxane A2 receptor binding activity. Predicted to be involved in detection of light stimulus involved in visual perception; non-motile cilium assembly; and retinal rod cell development. Predicted to act upstream of or within eye development; neural precursor cell proliferation; and visual perception. Predicted to be located in axoneme; ciliary rootlet; and photoreceptor distal connecting cilium. Predicted to be active in photoreceptor connecting cilium. Implicated in Leber congenital amaurosis 6; Leber hereditary optic neuropathy; cone-rod dystrophy 13; and retinitis pigmentosa.	MGI:1932134:Rpgrip1
B4GALT6	HGNC:929	B4GALT6	beta-1,4-galactosyltransferase 6	Enables UDP-galactose:glucosylceramide beta-1,4-galactosyltransferase activity. Involved in lactosylceramide biosynthetic process. Predicted to be located in Golgi membrane. Predicted to be active in Golgi apparatus. Biomarker of multiple sclerosis.	MGI:1928380:B4galt6
GRIN2B	HGNC:4586	GRIN2B	glutamate ionotropic receptor NMDA type subunit 2B	Enables glycine binding activity and ligand-gated monoatomic ion channel activity. Involved in calcium ion transmembrane import into cytosol and response to ethanol. Located in plasma membrane. Part of NMDA selective glutamate receptor complex. Implicated in several diseases, including alcohol use disorder; autosomal dominant intellectual developmental disorder 6; developmental and epileptic encephalopathy 27; neurodegenerative disease (multiple); and nicotine dependence. Biomarker of Alzheimer's disease; opioid abuse; temporal lobe epilepsy; and vascular dementia.	MGI:95821:Grin2b
COL28A1	HGNC:22442	COL28A1	collagen type XXVIII alpha 1 chain	Predicted to enable heparin binding activity. Predicted to be an extracellular matrix structural constituent conferring tensile strength. Predicted to be involved in cell adhesion and collagen fibril organization. Located in collagen-containing extracellular matrix.	MGI:2685312:Col28a1
ST6GALNAC3	HGNC:19343	ST6GALNAC3	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	Enables sialyltransferase activity. Involved in glycoprotein metabolic process and glycosylceramide metabolic process. Located in nucleoplasm.	MGI:1341828:St6galnac3
TERT	HGNC:11730	TERT	telomerase reverse transcriptase	Enables several functions, including nucleic acid binding activity; nucleotidyltransferase activity; and protein homodimerization activity. Involved in several processes, including DNA metabolic process; RNA metabolic process; and regulation of signal transduction. Located in several cellular components, including chromosome, telomeric region; mitochondrial nucleoid; and nuclear lumen. Part of TERT-RMRP complex and telomerase catalytic core complex. Implicated in several diseases, including autosomal dominant dyskeratosis congenita 2; carcinoma (multiple); gastrointestinal stromal tumor; leukemia (multiple); and melanoma (multiple). Biomarker of several diseases, including cervix uteri carcinoma in situ; gastrointestinal system cancer (multiple); hematologic cancer (multiple); hepatitis C; and kidney cancer (multiple).	MGI:1202709:Tert
FGF13	HGNC:3670	FGF13	fibroblast growth factor 13	Enables sodium channel regulator activity. Involved in positive regulation of voltage-gated sodium channel activity. Acts upstream of or within MAPK cascade. Located in cytosol and nucleus. Implicated in developmental and epileptic encephalopathy 90 and non-syndromic X-linked intellectual disability.	MGI:109178:Fgf13
HSPA2	HGNC:5235	HSPA2	heat shock protein family A (Hsp70) member 2	Enables disordered domain specific binding activity; enzyme binding activity; and unfolded protein binding activity. Involved in negative regulation of inclusion body assembly and protein refolding. Located in cytosol.	MGI:96243:Hspa2
MFSD2A	HGNC:25897	MFSD2A	MFSD2 lysolipid transporter A, lysophospholipid	Enables lysophospholipid:sodium symporter activity and oleate transmembrane transporter activity. Involved in fatty acid transport; lipid transport across blood-brain barrier; and lysophospholipid translocation. Acts upstream of or within brain development. Located in plasma membrane. Implicated in primary autosomal recessive microcephaly 15.	MGI:1923824:Mfsd2a
HOXA10	HGNC:5100	HOXA10	homeobox A10	Enables DNA-binding transcription activator activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding activity; and histone deacetylase binding activity. Involved in positive regulation of transcription by RNA polymerase II. Located in cytoplasm and nucleoplasm.	MGI:96171:Hoxa10
TRPM2	Multiple entries : 2
COCH	HGNC:2180	COCH	cochlin	Enables collagen binding activity. Involved in regulation of cell shape. Located in collagen-containing extracellular matrix. Implicated in autosomal dominant nonsyndromic deafness 9 and autosomal recessive nonsyndromic deafness 110.	MGI:1278313:Coch
GRIN2D	HGNC:4588	GRIN2D	glutamate ionotropic receptor NMDA type subunit 2D	Enables NMDA glutamate receptor activity and glutamate-gated calcium ion channel activity. Involved in calcium ion transmembrane import into cytosol. Located in plasma membrane. Part of NMDA selective glutamate receptor complex. Implicated in developmental and epileptic encephalopathy 46. Biomarker of schizophrenia.	MGI:95823:Grin2d
TDRD5	HGNC:20614	TDRD5	tudor domain containing 5	Predicted to be involved in germ cell development and regulatory ncRNA-mediated gene silencing. Predicted to be located in chromatoid body and pi-body. Predicted to be active in P granule and synapse.	MGI:2684949:Tdrd5
SLC7A11	Multiple entries : 2
Multiple Output Below
SI	HGNC:10856	SI	sucrase-isomaltase	Enables oligo-1,6-glucosidase activity. Involved in sucrose catabolic process. Located in extracellular exosome. Implicated in congenital sucrase-isomaltase deficiency.	MGI:1917233:Sis
SI	HGNC:10880	PMEL	premelanosome protein	Enables identical protein binding activity. Involved in melanosome organization. Located in several cellular components, including cis-Golgi network membrane; cytoplasmic vesicle; and extracellular exosome.	MGI:98301:Pmel
CCL15	HGNC:10613	CCL15	C-C motif chemokine ligand 15	Enables chemoattractant activity. Predicted to be involved in several processes, including antimicrobial humoral immune response mediated by antimicrobial peptide; chemokine-mediated signaling pathway; and eosinophil chemotaxis. Predicted to be located in extracellular region. Predicted to be active in extracellular space.	MGI:98263:Ccl6 | MGI:104533:Ccl9
